Date,Name,Year,Letterboxd URI,Rating
2025-01-25,Flow,2024,https://boxd.it/v1Ei,3.5
2025-01-26,The Brutalist,2024,https://boxd.it/k4BO,4
2025-01-27,Vox Lux,2018,https://boxd.it/fcFk,3
2025-01-28,All That Jazz,1979,https://boxd.it/1JB8,3.5
2025-01-28,Princess Mononoke,1997,https://boxd.it/2b4w,3
2025-01-29,Joker,2019,https://boxd.it/h4cS,4
2025-01-29,Mysterious Skin,2004,https://boxd.it/1UsG,4
2025-01-30,"Synecdoche, New York",2008,https://boxd.it/23zw,2
2025-01-31,I Am Cuba,1964,https://boxd.it/1hUQ,4.5
2025-02-04,Dog Man,2025,https://boxd.it/t6Iq,2
2025-02-04,Companion,2025,https://boxd.it/F04o,2.5
2025-02-05,Twin Peaks: Fire Walk with Me,1992,https://boxd.it/27Qw,4.5
2025-02-06,Spirited Away,2001,https://boxd.it/2b4m,3
2025-02-08,Climax,2018,https://boxd.it/ikvo,3.5
2025-02-08,The Wild Robot,2024,https://boxd.it/IWFy,3.5
2025-02-08,Lost Highway,1997,https://boxd.it/29Wc,4
2025-02-09,Neon Genesis Evangelion: The End of Evangelion,1997,https://boxd.it/1GRM,4
2025-02-09,Evangelion: 1.0 You Are (Not) Alone,2007,https://boxd.it/1MKi,3
2025-02-10,Evangelion: 2.0 You Can (Not) Advance,2009,https://boxd.it/1zYm,3
2025-02-10,The Order,2024,https://boxd.it/EVrs,3
2025-02-10,Evangelion: 3.0 You Can (Not) Redo,2012,https://boxd.it/2BwG,2.5
2025-02-10,A Brighter Summer Day,1991,https://boxd.it/1Luy,4
2025-02-12,Evangelion: 3.0+1.0 Thrice Upon a Time,2021,https://boxd.it/8LnQ,3
2025-02-12,State of Siege,1972,https://boxd.it/3dao,4.5
2025-02-13,The Seventh Continent,1989,https://boxd.it/1gB4,4
2025-02-14,Mishima: A Life in Four Chapters,1985,https://boxd.it/1sBA,2
2025-02-14,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO,4.5
2025-02-15,Perfect Blue,1997,https://boxd.it/1W7A,4
2025-02-17,The Conversation,1974,https://boxd.it/2a38,2.5
2025-02-18,One Last Deal,2018,https://boxd.it/hbyG,2
2025-02-18,Babygirl,2024,https://boxd.it/Fvai,1.5
2025-02-19,The Childhood of a Leader,2015,https://boxd.it/aRce,1.5
2025-02-19,Three Colours: Blue,1993,https://boxd.it/2b7K,3
2025-02-20,Three Colours: White,1994,https://boxd.it/2b7A,3.5
2025-02-21,Three Colours: Red,1994,https://boxd.it/2b7q,3.5
2025-02-23,The Monkey,2025,https://boxd.it/Gwiu,2.5
2025-02-24,I'm Still Here,2024,https://boxd.it/BPEO,4
2025-02-25,Conclave,2024,https://boxd.it/AO8q,3.5
2025-02-26,Deep Red,1975,https://boxd.it/1E1E,3
2025-02-26,Arrival,2016,https://boxd.it/aNGk,4.5
2025-02-27,Vivarium,2019,https://boxd.it/gmVE,1
2025-02-27,Bones and All,2022,https://boxd.it/tLd4,3
2025-02-28,Satantango,1994,https://boxd.it/1j9M,4.5
2025-03-02,Nickel Boys,2024,https://boxd.it/CStQ,4
2025-03-02,A Complete Unknown,2024,https://boxd.it/oBYa,3
2025-03-03,Moonlight,2016,https://boxd.it/d6bE,4
2025-03-03,La Cocina,2024,https://boxd.it/Aula,1.5
2025-03-04,Napoleon,1927,https://boxd.it/WEC,3.5
2025-03-04,Bottle Rocket,1996,https://boxd.it/1PDa,3.5
2025-03-05,The Fountainhead,1949,https://boxd.it/1xgW,3
2025-03-06,Caché,2005,https://boxd.it/2amY,4
2025-03-07,The Taste of Things,2023,https://boxd.it/Arke,2
2025-03-07,Anora,2024,https://boxd.it/Egcw,4.5
2025-03-08,The Florida Project,2017,https://boxd.it/dMG0,3.5
2025-03-09,Carlito's Way,1993,https://boxd.it/226e,4
2025-03-09,Here,2024,https://boxd.it/zscS,2.5
2025-03-11,Rushmore,1998,https://boxd.it/1TAO,3
2025-03-12,Red Rocket,2021,https://boxd.it/sGpi,3.5
2025-03-13,Uncle Boonmee Who Can Recall His Past Lives,2010,https://boxd.it/168Q,3
2025-03-13,The White Ribbon,2009,https://boxd.it/17eU,3.5
2025-03-13,The Piano Teacher,2001,https://boxd.it/2886,4
2025-03-14,Live Flesh,1997,https://boxd.it/2aJ4,3.5
2025-03-14,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1975,https://boxd.it/T18,3.5
2025-03-17,The Executioner,1963,https://boxd.it/24eu,3.5
2025-03-18,Love Exposure,2008,https://boxd.it/1pDe,2.5
2025-03-18,Mickey 17,2025,https://boxd.it/q1Dk,3
2025-03-18,Fantastic Mr. Fox,2009,https://boxd.it/1WyQ,3.5
2025-03-19,Moonrise Kingdom,2012,https://boxd.it/2Wng,3
2025-03-19,The Tree of Life,2011,https://boxd.it/1Zu8,5
2025-03-20,Sunset Boulevard,1950,https://boxd.it/2a20,3.5
2025-03-20,Rear Window,1954,https://boxd.it/2a6Q,3.5
2025-03-21,Babylon,2022,https://boxd.it/mM02,3.5
2025-03-22,Kneecap,2024,https://boxd.it/ILxI,3
2025-03-22,We're All Going to the World's Fair,2021,https://boxd.it/tbmY,2.5
2025-03-26,Fallen Angels,1995,https://boxd.it/1UkW,3
2025-03-26,Cloud,2024,https://boxd.it/LhR0,3
2025-03-31,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,3.5
2025-04-09,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E,3.5
2025-04-14,Blue Velvet,1986,https://boxd.it/29BI,3.5
2025-04-16,How to Make Millions Before Grandma Dies,2024,https://boxd.it/FLa4,3.5
2025-04-17,Warfare,2025,https://boxd.it/LbRo,3.5
2025-04-17,Black Bag,2025,https://boxd.it/KRbM,2
2025-04-21,Escape,2024,https://boxd.it/EN2E,2
2025-04-21,Wild at Heart,1990,https://boxd.it/2aii,3.5
2025-04-22,The Big Lebowski,1998,https://boxd.it/2b6C,3
2025-04-23,Take Out,2004,https://boxd.it/17DA,3
2025-04-25,iHostage,2025,https://boxd.it/QN7y,1
2025-04-27,Badlands,1973,https://boxd.it/25Fm,3
2025-05-04,Days of Heaven,1978,https://boxd.it/1JRg,3
2025-05-07,Thunderbolts*,2025,https://boxd.it/BfbQ,2.5
2025-05-09,La La Land,2016,https://boxd.it/a5fa,4.5
2025-05-13,Bullet Train Explosion,2025,https://boxd.it/MEB2,1
2025-06-20,Breathless,1960,https://boxd.it/2aIK,3
2025-06-20,The Phoenician Scheme,2025,https://boxd.it/H0Ca,3.5
2025-07-01,Spring Breakers,2012,https://boxd.it/421s,2
2025-07-04,Sinners,2025,https://boxd.it/KQMM,4.5
2025-07-06,A Girl Walks Home Alone at Night,2014,https://boxd.it/7nZE,3
2025-07-12,Mulholland Drive,2001,https://boxd.it/297o,5
2025-07-13,Superman,2025,https://boxd.it/E9IU,3
2025-07-17,Pickpocket,1959,https://boxd.it/29O8,1.5
2025-07-20,Babies Don't Come with Instructions,2024,https://boxd.it/L3Q8,2.5
2025-07-20,The Marching Band,2024,https://boxd.it/BPIQ,3
2025-07-21,The Amateur,2025,https://boxd.it/F9NW,2
2025-07-22,Deep Cover,2025,https://boxd.it/L6ec,2.5
2025-07-23,Black Dog,2024,https://boxd.it/Lzqm,3
2025-07-27,Paprika,2006,https://boxd.it/23wW,3
2025-07-28,Audition,1999,https://boxd.it/1UHm,4
2025-07-28,Porco Rosso,1992,https://boxd.it/1Tp2,3.5
2025-07-30,Fireworks,1997,https://boxd.it/22mQ,3.5
2025-07-30,Outrage,2010,https://boxd.it/PUo,2.5
2025-07-31,Brother,2000,https://boxd.it/2aAm,3
2025-07-31,Yi Yi,2000,https://boxd.it/1vCw,3.5
2025-08-01,High and Low,1963,https://boxd.it/1RSc,4
2025-08-02,A Man Escaped,1956,https://boxd.it/1MzY,3
2025-08-02,Le Trou,1960,https://boxd.it/1nSw,3.5
2025-08-03,The Fantastic 4: First Steps,2025,https://boxd.it/mP6C,2.5
2025-08-04,Funny Games,1997,https://boxd.it/1WKM,3
2025-08-07,Double Indemnity,1944,https://boxd.it/297I,4
2025-08-07,Before Sunset,2004,https://boxd.it/2bcg,2
2025-08-07,F1,2025,https://boxd.it/yjVM,3.5
2025-08-07,It Comes at Night,2017,https://boxd.it/eLuk,3.5
2025-08-07,Some Like It Hot,1959,https://boxd.it/2aNA,3
2025-08-07,How to Make a Killing,2024,https://boxd.it/JWI0,1.5
2025-08-09,mid90s,2018,https://boxd.it/fxIa,3
2025-08-10,Band of Outsiders,1964,https://boxd.it/20Aw,3.5
2025-08-10,Barbarian,2022,https://boxd.it/yohi,3.5
2025-08-10,Weapons,2025,https://boxd.it/EMTM,3
2025-08-11,Pacifiction,2022,https://boxd.it/pOfa,3
2025-08-12,The Killer,1989,https://boxd.it/1Vha,4.5
2025-08-13,Women on the Verge of a Nervous Breakdown,1988,https://boxd.it/24GI,3.5
2025-08-17,Good Will Hunting,1997,https://boxd.it/2ahY,3.5
2025-08-17,Sing Sing,2023,https://boxd.it/HIBA,3.5
2025-08-21,Mission: Impossible – The Final Reckoning,2025,https://boxd.it/l7A2,3.5
2025-08-24,Materialists,2025,https://boxd.it/GZlW,2
2025-08-26,Heads of State,2025,https://boxd.it/s9tG,1
2025-08-28,The Naked Gun,2025,https://boxd.it/Da9k,3
2025-09-01,Superbad,2007,https://boxd.it/20hO,2.5
2025-09-03,Speed Racer,2008,https://boxd.it/20UQ,4
2025-09-04,12 Hour Shift,2020,https://boxd.it/oQ9G,1.5
2025-09-06,The Conjuring: Last Rites,2025,https://boxd.it/Dh8e,2
2025-09-21,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/kLDI,1.5
2025-09-21,Dark Phoenix,2019,https://boxd.it/anyO,1
2025-09-21,X-Men: Apocalypse,2016,https://boxd.it/7eJi,1.5
2025-09-21,Alita: Battle Angel,2019,https://boxd.it/e0rS,1.5
2025-09-21,The Matrix Resurrections,2021,https://boxd.it/n87k,1
2025-09-21,Terminator Genisys,2015,https://boxd.it/35s0,1
2025-09-23,Jackie Brown,1997,https://boxd.it/2aVO,1.5
2025-09-23,Death Proof,2007,https://boxd.it/27GG,2
2025-09-26,The Wolf of Wall Street,2013,https://boxd.it/3C1m,4.5
2025-09-26,"Lock, Stock and Two Smoking Barrels",1998,https://boxd.it/2b92,2.5
2025-09-26,Blade Runner 2049,2017,https://boxd.it/b8wK,4.5
2025-09-26,Gone Girl,2014,https://boxd.it/6hQu,4.5
2025-09-26,Mank,2020,https://boxd.it/mIuC,1
2025-09-26,The Killer,2023,https://boxd.it/u6WE,2
2025-09-26,The Curious Case of Benjamin Button,2008,https://boxd.it/23Fk,2.5
2025-09-26,Zodiac,2007,https://boxd.it/27MO,4.5
2025-09-27,Men in Black: International,2019,https://boxd.it/hdJw,1
2025-09-27,The BFG,2016,https://boxd.it/81cs,1
2025-09-27,Warrior,2011,https://boxd.it/i3G,4
2025-09-27,The Handmaiden,2016,https://boxd.it/948A,4.5
2025-09-27,F9,2021,https://boxd.it/dqsU,1
2025-09-27,The Fate of the Furious,2017,https://boxd.it/bbCw,1
2025-09-27,RED,2010,https://boxd.it/13uu,1.5
2025-09-27,John Wick: Chapter 2,2017,https://boxd.it/ayGu,2.5
2025-09-27,Vortex,2021,https://boxd.it/uoni,3
2025-09-27,Lone Survivor,2013,https://boxd.it/5Qj4,2
2025-09-27,Upgrade,2018,https://boxd.it/i4gW,4.5
2025-09-27,Justice League,2017,https://boxd.it/4w68,1
2025-09-27,Fantastic Four,2015,https://boxd.it/5a9c,1
2025-09-27,The First Purge,2018,https://boxd.it/fJfk,1.5
2025-09-27,No Time to Die,2021,https://boxd.it/cPX2,2.5
2025-09-27,Quantum of Solace,2008,https://boxd.it/1Vs8,1.5
2025-09-27,Titane,2021,https://boxd.it/nlQC,2.5
2025-09-27,Godzilla vs. Kong,2021,https://boxd.it/e0qK,1
2025-09-27,Venom,2018,https://boxd.it/b8wA,2.5
2025-09-27,The Suicide Squad,2021,https://boxd.it/fw6O,2
2025-09-27,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,2.5
2025-09-27,Deadpool,2016,https://boxd.it/9fOC,2.5
2025-09-27,Deadpool 2,2018,https://boxd.it/dlLM,3
2025-09-27,Shazam!,2019,https://boxd.it/8WBu,2.5
2025-09-27,It,2017,https://boxd.it/bC8e,3
2025-09-27,Divergent,2014,https://boxd.it/4VT0,1
2025-09-27,Zombieland: Double Tap,2019,https://boxd.it/bgb6,1.5
2025-09-27,Suicide Squad,2016,https://boxd.it/9row,1
2025-09-29,One Battle After Another,2025,https://boxd.it/DUHM,4
2025-09-29,Natural Born Killers,1994,https://boxd.it/2aNg,1.5
2025-09-29,Nomadland,2020,https://boxd.it/lnRy,1.5
2025-09-29,Wonder Woman 1984,2020,https://boxd.it/gBtA,0.5
2025-09-29,After Earth,2013,https://boxd.it/2TSg,1
2025-09-29,Deaf,2025,https://boxd.it/NKko,4
2025-09-29,Oblivion,2013,https://boxd.it/2Bzq,2.5
2025-09-29,The Hobbit: An Unexpected Journey,2012,https://boxd.it/GZk,2.5
2025-09-29,The Hobbit: The Desolation of Smaug,2013,https://boxd.it/nmS,2.5
2025-09-29,Jumanji: Welcome to the Jungle,2017,https://boxd.it/bUeE,2
2025-09-29,Twilight,2008,https://boxd.it/1Zui,1
2025-09-29,Angel Has Fallen,2019,https://boxd.it/eYfC,1.5
2025-09-30,Phantom Thread,2017,https://boxd.it/e4uc,3.5
2025-09-30,Little Monsters,2019,https://boxd.it/iarm,2.5
2025-09-30,Fire Will Come,2019,https://boxd.it/l8ua,3
2025-09-30,Licorice Pizza,2021,https://boxd.it/qTKY,3
2025-09-30,The Master,2012,https://boxd.it/2cBG,4
2025-09-30,Before the Devil Knows You're Dead,2007,https://boxd.it/20Jy,3.5
2025-09-30,Monster,2004,https://boxd.it/py6Q,4.5
2025-10-02,Caught Stealing,2025,https://boxd.it/LnyS,3
2025-10-02,The Battle of Algiers,1966,https://boxd.it/1IRY,4.5
2025-10-07,The Smashing Machine,2025,https://boxd.it/syUC,2.5
2025-10-11,Humanist Vampire Seeking Consenting Suicidal Person,2023,https://boxd.it/Blzk,3.5
2025-10-11,TRON: Ares,2025,https://boxd.it/jqdM,1.5
2025-10-16,3-Iron,2004,https://boxd.it/28WK,3.5
2025-10-26,Springsteen: Deliver Me from Nowhere,2025,https://boxd.it/KJG8,3
2025-11-03,The Long Walk,2025,https://boxd.it/mic8,3
2025-11-03,Sundays,2025,https://boxd.it/TqIW,3.5
2025-11-04,Together,2025,https://boxd.it/LdFE,3
2025-11-04,The Aura,2005,https://boxd.it/1PHQ,3
2025-11-04,Good Boy,2025,https://boxd.it/SC0q,2.5
2025-11-09,Bugonia,2025,https://boxd.it/qeWY,3.5
2025-11-14,Mad God,2021,https://boxd.it/vVPm,4
2025-11-16,Die My Love,2025,https://boxd.it/D5cI,4
2025-11-17,Now You See Me: Now You Don't,2025,https://boxd.it/f3i2,2.5
2025-11-21,Frankenstein,2025,https://boxd.it/Ecsg,3.5
2025-11-21,Robot Dreams,2023,https://boxd.it/vBZm,4.5
2025-11-24,Wicked: For Good,2025,https://boxd.it/AyfK,2.5
2025-11-28,Shutter Island,2010,https://boxd.it/1U82,3.5
2025-11-28,No Other Choice,2025,https://boxd.it/nKiA,3.5
2025-12-01,Aro berria,2025,https://boxd.it/CMvc,3
2025-12-07,Five Nights at Freddy's 2,2025,https://boxd.it/KEvY,1.5
2025-12-09,The Naked Gun: From the Files of Police Squad!,1988,https://boxd.it/18YE,2.5
2025-12-14,Sentimental Value,2025,https://boxd.it/GwcG,2
2025-12-15,Train Dreams,2025,https://boxd.it/LdDo,4
2025-12-25,Avatar: Fire and Ash,2025,https://boxd.it/2W7s,2.5
2025-12-25,Wake Up Dead Man,2025,https://boxd.it/uAKS,3.5
2025-12-25,Airplane!,1980,https://boxd.it/29yu,2
2025-12-27,Reflection in a Dead Diamond,2025,https://boxd.it/CjmU,3.5
2026-01-02,When Harry Met Sally...,1989,https://boxd.it/29W2,4.5
2026-01-07,Eternity,2025,https://boxd.it/LYtK,3.5
2026-01-22,Romería,2025,https://boxd.it/IR3k,4
2026-01-22,28 Years Later,2025,https://boxd.it/FEGM,3
2026-01-22,28 Years Later: The Bone Temple,2026,https://boxd.it/MwlA,3.5
2026-01-22,The Mastermind,2025,https://boxd.it/Q7ge,3
2026-01-22,The Thin Red Line,1998,https://boxd.it/1ZTM,4.5
2026-01-25,Marty Supreme,2025,https://boxd.it/Off0,5
2026-01-26,Hamnet,2025,https://boxd.it/woVy,4
2026-02-01,MadS,2024,https://boxd.it/M8qQ,1
2026-02-08,Annie Hall,1977,https://boxd.it/29M2,1.5
2026-02-09,Manhattan,1979,https://boxd.it/29Na,3
2026-02-11,L'Eclisse,1962,https://boxd.it/1CoG,0.5
2026-02-15,Blow-Up,1966,https://boxd.it/2966,4.5
2026-02-18,10 Things I Hate About You,1999,https://boxd.it/23AO,5
2026-02-19,Dodes'ka-den,1970,https://boxd.it/1fVs,2
2026-02-23,The Secret Agent,2025,https://boxd.it/KkUE,2.5
