Date,Name,Year,Letterboxd URI,Rating
2023-02-15,The Banshees of Inisherin,2022,https://boxd.it/p7XS,3.5
2023-02-19,Monty Python and the Holy Grail,1975,https://boxd.it/29GI,5
2023-02-19,The Night of the 12th,2022,https://boxd.it/yQoG,2
2023-02-26,The Secret Life of Pets,2016,https://boxd.it/aJ5E,1.5
2023-03-19,Taxi Driver,1976,https://boxd.it/2b8y,5
2023-03-19,Lady Bird,2017,https://boxd.it/dGNE,4.5
2023-04-03,Top Gun: Maverick,2022,https://boxd.it/cjr4,2
2023-04-03,Insomnia,2002,https://boxd.it/2aB0,2.5
2023-04-11,Dark Waters,2019,https://boxd.it/kaYu,3
2023-04-15,Paprika,2006,https://boxd.it/23wW,3.5
2023-04-17,The Seven-Per-Cent Solution,1976,https://boxd.it/1naO,2.5
2023-05-01,Jerry Maguire,1996,https://boxd.it/1YNS,3.5
2023-05-23,Kramer vs. Kramer,1979,https://boxd.it/h0w,5
2023-06-10,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/kSz4,4
2023-06-11,The Art of Getting By,2011,https://boxd.it/KC,1.5
2023-06-19,Asteroid City,2023,https://boxd.it/s3ds,4
2023-06-26,Interiors,1978,https://boxd.it/1LlQ,2.5
2023-06-30,No Hard Feelings,2023,https://boxd.it/xouu,2.5
2023-07-03,Indiana Jones and the Dial of Destiny,2023,https://boxd.it/b8vM,2.5
2023-07-09,Bottle Rocket,1996,https://boxd.it/1PDa,3.5
2023-07-09,The Life Aquatic with Steve Zissou,2004,https://boxd.it/2aqw,3.5
2023-07-09,Fantastic Mr. Fox,2009,https://boxd.it/1WyQ,3.5
2023-07-09,The Darjeeling Limited,2007,https://boxd.it/24as,4.5
2023-07-09,The Royal Tenenbaums,2001,https://boxd.it/1YHU,4.5
2023-07-10,The Angels' Share,2012,https://boxd.it/3wNE,3
2023-07-10,Operation Varsity Blues: The College Admissions Scandal,2021,https://boxd.it/u5UW,2.5
2023-07-21,The Hangover,2009,https://boxd.it/1GjK,2
2023-07-23,12 Angry Men,1957,https://boxd.it/2auI,5
2023-07-23,Legally Blonde,2001,https://boxd.it/1ZNa,3.5
2023-07-25,The Graduate,1967,https://boxd.it/18Im,4.5
2023-08-05,Oppenheimer,2023,https://boxd.it/wUow,3.5
2023-08-05,World of Tomorrow Episode Two: The Burden of Other People's Thoughts,2017,https://boxd.it/gU8m,1
2023-08-05,The Sting,1973,https://boxd.it/1Z5s,4.5
2023-08-07,Romeo + Juliet,1996,https://boxd.it/2ama,1.5
2023-08-07,The Great Escape,1963,https://boxd.it/22kA,4.5
2023-08-12,The Party,2017,https://boxd.it/eEVS,2
2023-08-23,Sweet Bean,2015,https://boxd.it/alaK,4
2023-08-23,Sleuth,1972,https://boxd.it/298c,5
2023-08-23,Searching,2018,https://boxd.it/hDPg,3
2023-08-23,Virgin Mountain,2015,https://boxd.it/aorY,4.5
2023-08-23,Airplane!,1980,https://boxd.it/29yu,5
2023-08-23,"Dawn Breaks, Which Is No Small Thing",1989,https://boxd.it/1DcQ,4.5
2023-08-29,Sense and Sensibility,1995,https://boxd.it/244E,4
2023-10-10,Love & Death,2023,https://boxd.it/Gdw8,2
2023-10-17,Blonde,2022,https://boxd.it/9AG0,1
2023-10-21,All About My Mother,1999,https://boxd.it/2b9c,3.5
2023-10-25,"Red, White & Royal Blue",2023,https://boxd.it/z3iG,1.5
2023-10-28,Pain and Glory,2019,https://boxd.it/iOBQ,4
2023-10-28,The Shawshank Redemption,1994,https://boxd.it/2aHi,5
2023-10-29,The Killer,2023,https://boxd.it/u6WE,4
2023-11-05,Hereditary,2018,https://boxd.it/hNVe,3
2023-11-05,Orgazmo,1997,https://boxd.it/1ZXO,0.5
2023-11-06,Theater Camp,2023,https://boxd.it/Bfbm,4
2023-11-12,The Social Network,2010,https://boxd.it/17ue,3.5
2023-11-18,Memories of Murder,2003,https://boxd.it/1TSo,5
2023-11-18,Alphaville,1965,https://boxd.it/20AG,4
2023-11-25,Akira,1988,https://boxd.it/2b1i,2
2023-11-26,See How They Run,2022,https://boxd.it/sNVq,3
2023-11-27,Napoleon,2023,https://boxd.it/shJM,3
2023-12-02,Isle of Dogs,2018,https://boxd.it/dZrW,3.5
2023-12-07,This Is England,2006,https://boxd.it/1T44,5
2023-12-08,Anatomy of a Fall,2023,https://boxd.it/yuDE,3.5
2023-12-15,The Family Stone,2005,https://boxd.it/1Zja,2.5
2023-12-15,While You Were Sleeping,1995,https://boxd.it/27wm,3
2023-12-17,The Usual Suspects,1995,https://boxd.it/29XE,4.5
2023-12-17,The Holiday,2006,https://boxd.it/28ye,3.5
2023-12-20,Sleepless in Seattle,1993,https://boxd.it/29re,2
2023-12-23,Call Me by Your Name,2017,https://boxd.it/dYmm,4
2023-12-31,TÁR,2022,https://boxd.it/uNIA,2.5
2024-01-05,Saltburn,2023,https://boxd.it/z4eg,2.5
2024-01-06,Barbie,2023,https://boxd.it/bCLK,4.5
2024-01-06,"Girl, Interrupted",1999,https://boxd.it/25ds,3.5
2024-01-06,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E,4
2024-01-06,Glass Onion,2022,https://boxd.it/oCkK,3
2024-01-08,Whiplash,2014,https://boxd.it/7bQA,5
2024-01-15,The Holdovers,2023,https://boxd.it/vHza,5
2024-01-15,"20,000 Species of Bees",2023,https://boxd.it/DRPy,4.5
2024-01-15,Drive,2011,https://boxd.it/IG,4
2024-01-15,Black Swan,2010,https://boxd.it/Sw0,3.5
2024-01-15,The Village,2004,https://boxd.it/21iS,4
2024-01-15,The Prestige,2006,https://boxd.it/293w,5
2024-01-15,Juno,2007,https://boxd.it/210a,4.5
2024-01-15,Me and Earl and the Dying Girl,2015,https://boxd.it/9SAE,3.5
2024-01-15,Eighth Grade,2018,https://boxd.it/hDMG,4
2024-01-16,Fargo,1996,https://boxd.it/2aHM,4
2024-01-16,Once in a Lifetime,2014,https://boxd.it/9FKc,2.5
2024-01-21,Society of the Snow,2023,https://boxd.it/y9aw,4.5
2024-01-21,Election,1999,https://boxd.it/1YEc,2
2024-01-24,"Crazy, Stupid, Love.",2011,https://boxd.it/D9A,2
2024-01-27,Little Miss Sunshine,2006,https://boxd.it/29EW,4.5
2024-01-27,The Name of the Rose,1986,https://boxd.it/2aUw,4.5
2024-01-28,Perfect Days,2023,https://boxd.it/ATh8,5
2024-01-28,Wonka,2023,https://boxd.it/tCQm,3
2024-01-28,Past Lives,2023,https://boxd.it/oNB8,3.5
2024-01-28,A Brighter Tomorrow,2023,https://boxd.it/yQy2,4.5
2024-02-02,Midsommar,2019,https://boxd.it/jhxe,3.5
2024-02-04,Sideways,2004,https://boxd.it/1Y5c,4
2024-02-12,Poor Things,2023,https://boxd.it/tNWU,4.5
2024-02-12,Robot Dreams,2023,https://boxd.it/vBZm,3.5
2024-02-15,Priscilla,2023,https://boxd.it/Cz3k,3
2024-02-17,The Lego Movie,2014,https://boxd.it/4pDO,2.5
2024-02-19,Killers of the Flower Moon,2023,https://boxd.it/gHp0,2.5
2024-02-24,Hairspray,2007,https://boxd.it/261M,4
2024-02-25,Life Is Beautiful,1997,https://boxd.it/29Wm,1
2024-03-03,Igby Goes Down,2002,https://boxd.it/1Y3A,3
2024-03-04,Dune: Part Two,2024,https://boxd.it/pUfA,5
2024-03-09,American Fiction,2023,https://boxd.it/DYHm,3
2024-03-17,American Beauty,1999,https://boxd.it/71Y,4.5
2024-03-17,Prisoners,2013,https://boxd.it/4E5i,4.5
2024-03-18,The Iron Claw,2023,https://boxd.it/w5Pm,5
2024-03-24,Mulholland Drive,2001,https://boxd.it/297o,2.5
2024-03-25,The Thing,1982,https://boxd.it/294O,4
2024-03-26,We're the Millers,2013,https://boxd.it/4srQ,1
2024-03-27,Confessions of a Teenage Drama Queen,2004,https://boxd.it/1UyE,3
2024-03-28,Mean Girls,2024,https://boxd.it/p6nO,2.5
2024-03-28,Women on the Verge of a Nervous Breakdown,1988,https://boxd.it/24GI,4.5
2024-03-28,The Florida Project,2017,https://boxd.it/dMG0,5
2024-03-28,Joker,2019,https://boxd.it/h4cS,4
2024-03-28,Singin' in the Rain,1952,https://boxd.it/29oY,4.5
2024-03-28,Arrival,2016,https://boxd.it/aNGk,5
2024-03-28,Lost in Translation,2003,https://boxd.it/2b0E,5
2024-03-28,Gone Girl,2014,https://boxd.it/6hQu,4.5
2024-03-28,The Princess Diaries,2001,https://boxd.it/1XCO,3.5
2024-03-28,Paddington,2014,https://boxd.it/3RKw,3.5
2024-03-28,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6,4
2024-03-28,The Martian,2015,https://boxd.it/8SeG,4
2024-03-28,The Big Lebowski,1998,https://boxd.it/2b6C,4
2024-03-28,The Rocky Horror Picture Show,1975,https://boxd.it/1a3q,4.5
2024-03-28,Mean Girls 2,2011,https://boxd.it/Bje,1
2024-03-30,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,5
2024-03-30,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,4.5
2024-03-30,Sing Street,2016,https://boxd.it/cOo6,4.5
2024-03-30,The Anthrax Attacks: In the Shadow of 9/11,2022,https://boxd.it/CjAC,1.5
2024-04-01,The Green Ray,1986,https://boxd.it/t8W,4.5
2024-04-01,Get a Clue,2002,https://boxd.it/1unU,1.5
2024-04-02,While at War,2019,https://boxd.it/jNR6,2.5
2024-04-06,The House That Jack Built,2018,https://boxd.it/dWO4,5
2024-04-07,No Country for Old Men,2007,https://boxd.it/21ew,3.5
2024-04-08,Saw,2004,https://boxd.it/2aWW,4.5
2024-04-08,Thelma & Louise,1991,https://boxd.it/28Ew,1.5
2024-04-08,May December,2023,https://boxd.it/vEE2,3
2024-04-20,Oldboy,2003,https://boxd.it/29R2,4.5
2024-04-20,All of Us Strangers,2023,https://boxd.it/Bz3C,4
2024-04-21,Fallen Leaves,2023,https://boxd.it/Bgew,2
2024-05-02,Challengers,2024,https://boxd.it/zld0,2
2024-05-05,The Idea of You,2024,https://boxd.it/vOW6,1.5
2024-05-11,Zip & Zap and the Captain's Island,2016,https://boxd.it/cH8A,1
2024-05-18,Bring It On,2000,https://boxd.it/28x6,4
2024-06-13,Dick,1999,https://boxd.it/1KaC,2.5
2024-06-13,Bodies Bodies Bodies,2022,https://boxd.it/iRcE,3
2024-06-13,Spring Breakers,2012,https://boxd.it/421s,1
2024-06-15,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/pZCY,3.5
2024-06-17,I Saw the TV Glow,2024,https://boxd.it/woVe,4.5
2024-07-05,About Time,2013,https://boxd.it/43bI,4
2024-07-05,Twilight,2008,https://boxd.it/1Zui,1
2024-07-05,"Love, Divided",2024,https://boxd.it/BZRo,0.5
2024-07-13,Kinds of Kindness,2024,https://boxd.it/CWPw,2.5
2024-07-13,Camp Rock 2: The Final Jam,2010,https://boxd.it/Sru,3
2024-07-14,The Bikeriders,2023,https://boxd.it/C6Ym,3
2024-07-15,Civil War,2024,https://boxd.it/z1jW,4.5
2024-07-19,Inside Out 2,2024,https://boxd.it/CFrC,3.5
2024-07-22,Twelve Monkeys,1995,https://boxd.it/2beQ,4
2024-07-22,Moxie,2021,https://boxd.it/lsQK,2
2024-07-24,Birdman or (The Unexpected Virtue of Ignorance),2014,https://boxd.it/5RFA,4.5
2024-07-26,Ghost World,2001,https://boxd.it/28Dy,3
2024-07-29,Anyone But You,2023,https://boxd.it/EzA8,2.5
2024-08-01,The Imitation Game,2014,https://boxd.it/6aig,3.5
2024-08-01,Chicago,2002,https://boxd.it/28zm,4
2024-08-03,SLC Punk,1998,https://boxd.it/21JY,3.5
2024-08-03,The Nice Guys,2016,https://boxd.it/94Hg,3
2024-08-03,Sherlock Holmes in Washington,1943,https://boxd.it/S5y,2.5
2024-08-06,God Help the Girl,2014,https://boxd.it/7dCq,2.5
2024-08-07,The Boy and the Heron,2023,https://boxd.it/ipeM,2
2024-08-08,Longlegs,2024,https://boxd.it/KzLM,4.5
2024-08-09,Cure,1997,https://boxd.it/1blA,3.5
2024-08-12,Trap,2024,https://boxd.it/D4nK,1.5
2024-08-13,"Synecdoche, New York",2008,https://boxd.it/23zw,5
2024-08-15,Top Secret!,1984,https://boxd.it/1ZSE,4.5
2024-08-20,Triangle of Sadness,2022,https://boxd.it/hXlq,4
2024-08-20,Scrapper,2023,https://boxd.it/zht4,3
2024-08-21,Ocean's Eleven,2001,https://boxd.it/2aZm,4
2024-08-21,Alien,1979,https://boxd.it/2awY,2.5
2024-08-26,The Naked Gun: From the Files of Police Squad!,1988,https://boxd.it/18YE,3.5
2024-09-06,Clerks,1994,https://boxd.it/2706,3
2024-09-07,The Social Dilemma,2020,https://boxd.it/opQI,2.5
2024-09-07,Won't You Be My Neighbor?,2018,https://boxd.it/hDPU,3.5
2024-09-07,Supersonic,2016,https://boxd.it/eyzG,4
2024-09-08,Perfect Blue,1997,https://boxd.it/1W7A,4.5
2024-09-20,Rye Lane,2023,https://boxd.it/DIyy,2.5
2024-09-20,Show Me Love,1998,https://boxd.it/1TmW,4
2024-10-12,Melancholia,2011,https://boxd.it/bPI,3
2024-10-13,High Fidelity,2000,https://boxd.it/2aMW,3.5
2024-10-17,Morbius,2022,https://boxd.it/j978,0.5
2024-10-20,The Apprentice,2024,https://boxd.it/IPqG,3.5
2024-10-26,Midnight in Paris,2011,https://boxd.it/i4a,5
2024-10-26,Manhattan Murder Mystery,1993,https://boxd.it/1Wg8,5
2024-10-26,Manhattan,1979,https://boxd.it/29Na,4.5
2024-10-26,Hannah and Her Sisters,1986,https://boxd.it/23jy,4.5
2024-10-26,Crimes and Misdemeanors,1989,https://boxd.it/1Ty4,4
2024-10-28,The Trial of the Chicago 7,2020,https://boxd.it/kn3w,3.5
2024-10-28,"Paris, Texas",1984,https://boxd.it/29Ts,5
2024-10-29,The Substance,2024,https://boxd.it/zanS,4
2024-11-02,X,2022,https://boxd.it/sxVa,2.5
2024-11-02,(500) Days of Summer,2009,https://boxd.it/1EmM,5
2024-11-02,John Adams,2008,https://boxd.it/3VKK,5
2024-11-02,Mamma Mia!,2008,https://boxd.it/1Tnq,4
2024-11-02,Carrie,1976,https://boxd.it/20ZQ,2
2024-11-02,21,2008,https://boxd.it/20BO,3
2024-11-17,Uncut Gems,2019,https://boxd.it/gXGc,2
2024-11-18,Nickel Boys,2024,https://boxd.it/CStQ,4
2024-11-26,Young Sherlock Holmes,1985,https://boxd.it/1SOg,4.5
2024-12-02,When Harry Met Sally...,1989,https://boxd.it/29W2,3.5
2024-12-07,13 Going on 30,2004,https://boxd.it/1X6e,2.5
2024-12-07,Reservoir Dogs,1992,https://boxd.it/2agc,4.5
2024-12-07,Inglourious Basterds,2009,https://boxd.it/1JzG,4.5
2024-12-08,Little Women,1994,https://boxd.it/1YiU,4
2024-12-08,Die Hard,1988,https://boxd.it/2a7u,4.5
2024-12-20,Tangerine,2015,https://boxd.it/9QRe,4
2024-12-20,Serendipity,2001,https://boxd.it/1XPy,3
2024-12-27,Bottoms,2023,https://boxd.it/uGf2,4
2024-12-30,Conclave,2024,https://boxd.it/AO8q,4
2024-12-30,We Are Who We Are,2020,https://boxd.it/n6GW,1
2025-01-03,Nativity!,2009,https://boxd.it/FRa,2.5
2025-01-07,Sherlock: A Study in Pink,2010,https://boxd.it/mueU,5
2025-01-12,I Used to Be Funny,2023,https://boxd.it/yzvU,2.5
2025-01-13,Kneecap,2024,https://boxd.it/ILxI,4
2025-01-14,How to Lose a Guy in 10 Days,2003,https://boxd.it/1XwG,3
2025-01-15,Across the Universe,2007,https://boxd.it/23X4,2
2025-01-23,Thesis,1996,https://boxd.it/1Z1U,2.5
2025-01-26,A Real Pain,2024,https://boxd.it/CjNG,4
2025-01-26,Anora,2024,https://boxd.it/Egcw,5
2025-01-27,The Brutalist,2024,https://boxd.it/k4BO,4
2025-02-03,Sing Sing,2023,https://boxd.it/HIBA,3.5
2025-02-04,Neon Genesis Evangelion: The End of Evangelion,1997,https://boxd.it/1GRM,4.5
2025-02-08,Climax,2018,https://boxd.it/ikvo,2
2025-02-19,Emilia Pérez,2024,https://boxd.it/AP3G,0.5
2025-03-02,A Complete Unknown,2024,https://boxd.it/oBYa,5
2025-03-03,I'm Still Here,2024,https://boxd.it/BPEO,4.5
2025-03-10,Flow,2024,https://boxd.it/v1Ei,4
2025-03-15,Fantastic Beasts: The Secrets of Dumbledore,2022,https://boxd.it/bg8Q,2.5
2025-03-16,The Intern,2015,https://boxd.it/7AOE,3
2025-03-17,Now You See Me,2013,https://boxd.it/2Bsu,3.5
2025-03-22,The Hunger Games,2012,https://boxd.it/2uds,4
2025-03-22,The Hunger Games: Catching Fire,2013,https://boxd.it/3sAw,4
2025-03-22,Deconstructing Harry,1997,https://boxd.it/26xe,3
2025-03-22,The Hunger Games: Mockingjay – Part 1,2014,https://boxd.it/4hka,3
2025-03-23,Mystic River,2003,https://boxd.it/2aAG,4
2025-03-23,The Hunger Games: Mockingjay – Part 2,2015,https://boxd.it/4hk0,2.5
2025-04-02,Good Omens,2019,https://boxd.it/jUOI,3
2025-04-18,Train to Busan,2016,https://boxd.it/dSQU,4
2025-04-26,Klute,1971,https://boxd.it/2ako,1
2025-04-27,Game Night,2018,https://boxd.it/fRtu,2
2025-05-01,Paterson,2016,https://boxd.it/cRk2,3.5
2025-05-03,The Umbrellas of Cherbourg,1964,https://boxd.it/22fK,4
2025-05-10,The Young Girls of Rochefort,1967,https://boxd.it/26K8,4.5
2025-06-05,Final Destination,2000,https://boxd.it/1YrC,3
2025-06-13,Camp Rock,2008,https://boxd.it/1PHw,2.5
2025-06-14,The Phoenician Scheme,2025,https://boxd.it/H0Ca,3.5
2025-06-29,Moneyball,2011,https://boxd.it/glS,3.5
2025-06-29,Ruby Sparks,2012,https://boxd.it/3w9O,2.5
2025-06-30,Miss Congeniality,2000,https://boxd.it/28GM,2
2025-07-05,Bullet Train,2022,https://boxd.it/qW26,3
2025-07-28,Superman,2025,https://boxd.it/E9IU,3
2025-08-04,Funny Games,1997,https://boxd.it/1WKM,2
2025-08-06,Ponyo,2008,https://boxd.it/1S0A,4.5
2025-08-07,My Oxford Year,2025,https://boxd.it/NSLi,1.5
2025-08-10,La Haine,1995,https://boxd.it/2as8,5
2025-08-11,La Chinoise,1967,https://boxd.it/28rC,4.5
2025-08-23,Coherence,2013,https://boxd.it/6xza,3.5
2025-08-27,The Notebook,2004,https://boxd.it/1UNE,1
2025-08-29,KPop Demon Hunters,2025,https://boxd.it/ufwK,3
2025-09-01,Superbad,2007,https://boxd.it/20hO,2.5
2025-09-01,"Oh, Hi!",2025,https://boxd.it/PLns,2.5
2025-09-08,The Thursday Murder Club,2025,https://boxd.it/rXju,2
2025-09-15,Eddington,2025,https://boxd.it/o6MC,3.5
2025-09-29,One Battle After Another,2025,https://boxd.it/DUHM,4
2025-10-13,All the President's Men,1976,https://boxd.it/29lU,4
2025-10-19,You Again,2010,https://boxd.it/16iw,2
2025-10-26,Springsteen: Deliver Me from Nowhere,2025,https://boxd.it/KJG8,3.5
2025-10-27,Dear Diary,1993,https://boxd.it/1vT8,5
2025-11-11,Frankenstein,2025,https://boxd.it/Ecsg,2.5
2025-11-17,The Long Walk,2025,https://boxd.it/mic8,3.5
2025-12-07,Saturday Night,2024,https://boxd.it/Gpfo,3
2025-12-11,Sentimental Value,2025,https://boxd.it/GwcG,5
2025-12-21,Another Round,2020,https://boxd.it/lkba,4.5
2025-12-28,Shoplifters,2018,https://boxd.it/ifY6,4
2025-12-29,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO,5
2025-12-31,Now You See Me: Now You Don't,2025,https://boxd.it/f3i2,1.5
2026-01-04,The Naked Gun,2025,https://boxd.it/Da9k,2.5
2026-01-07,Bugonia,2025,https://boxd.it/qeWY,3.5
2026-01-14,Wicked,2024,https://boxd.it/e8ME,2.5
2026-01-16,We're All Going to the World's Fair,2021,https://boxd.it/tbmY,1.5
2026-01-17,Catch Me If You Can,2002,https://boxd.it/29VS,4
2026-01-18,Zodiac Killer Project,2025,https://boxd.it/RSDm,3
2026-01-23,"tick, tick... BOOM!",2021,https://boxd.it/jz2e,4
2026-01-28,Sirāt,2025,https://boxd.it/HxJo,3.5
2026-02-01,Hamnet,2025,https://boxd.it/woVy,4
2026-02-02,Sinners,2025,https://boxd.it/KQMM,4
2026-02-08,Rent,2005,https://boxd.it/2844,3.5
2026-02-08,Die My Love,2025,https://boxd.it/D5cI,2
2026-02-08,Moulin Rouge!,2001,https://boxd.it/29wI,3
2026-02-09,F1,2025,https://boxd.it/yjVM,3
2026-02-09,Bridget Jones's Diary,2001,https://boxd.it/29WQ,3
2026-02-11,L'Eclisse,1962,https://boxd.it/1CoG,0.5
2026-02-14,Ad Astra,2019,https://boxd.it/ePzI,0.5
2026-02-15,Blow-Up,1966,https://boxd.it/2966,1.5
2026-02-16,No Other Choice,2025,https://boxd.it/nKiA,3.5
2026-02-19,Dodes'ka-den,1970,https://boxd.it/1fVs,2
2026-02-23,The Secret Agent,2025,https://boxd.it/KkUE,2
2026-02-26,Marty Supreme,2025,https://boxd.it/Off0,5
