user_idx,movie_idx,weight,user_id,movie_title
0,685,0.092681,letterboxd-mariohervas-2026-03-04-17-51-utc,the host
0,669,0.092681,letterboxd-mariohervas-2026-03-04-17-51-utc,the gentlemen
0,626,0.079441,letterboxd-mariohervas-2026-03-04-17-51-utc,the ballad of buster scruggs
0,504,0.079441,letterboxd-mariohervas-2026-03-04-17-51-utc,primal fear
0,202,0.092681,letterboxd-mariohervas-2026-03-04-17-51-utc,enter the void
0,695,0.105921,letterboxd-mariohervas-2026-03-04-17-51-utc,the hunt
0,700,0.105921,letterboxd-mariohervas-2026-03-04-17-51-utc,the invisible man
0,612,0.079441,letterboxd-mariohervas-2026-03-04-17-51-utc,terrifier
0,653,0.092681,letterboxd-mariohervas-2026-03-04-17-51-utc,the evil dead
0,216,0.092681,letterboxd-mariohervas-2026-03-04-17-51-utc,evil dead ii
0,514,0.079441,letterboxd-mariohervas-2026-03-04-17-51-utc,qt8: the first eight
0,335,0.092681,letterboxd-mariohervas-2026-03-04-17-51-utc,john wick: chapter 3 – parabellum
0,781,0.079659,letterboxd-mariohervas-2026-03-04-17-51-utc,the unbearable weight of massive talent
0,59,0.066564,letterboxd-mariohervas-2026-03-04-17-51-utc,argylle
0,312,0.026626,letterboxd-mariohervas-2026-03-04-17-51-utc,imaginary
0,393,0.119816,letterboxd-mariohervas-2026-03-04-17-51-utc,mad max: fury road
0,60,0.079877,letterboxd-mariohervas-2026-03-04-17-51-utc,army of darkness
0,416,0.09319,letterboxd-mariohervas-2026-03-04-17-51-utc,memories of murder
0,611,0.039939,letterboxd-mariohervas-2026-03-04-17-51-utc,terminator: dark fate
0,201,0.09319,letterboxd-mariohervas-2026-03-04-17-51-utc,enemy
0,748,0.09319,letterboxd-mariohervas-2026-03-04-17-51-utc,the raid
0,822,0.013313,letterboxd-mariohervas-2026-03-04-17-51-utc,twin murders: the silence of the white city
0,764,0.080096,letterboxd-mariohervas-2026-03-04-17-51-utc,the spider within: a spider-verse story
0,848,0.093446,letterboxd-mariohervas-2026-03-04-17-51-utc,watchmen
0,711,0.080096,letterboxd-mariohervas-2026-03-04-17-51-utc,the lincoln lawyer
0,155,0.080096,letterboxd-mariohervas-2026-03-04-17-51-utc,da 5 bloods
0,670,0.120145,letterboxd-mariohervas-2026-03-04-17-51-utc,the godfather
0,671,0.106795,letterboxd-mariohervas-2026-03-04-17-51-utc,the godfather part ii
0,497,0.053838,letterboxd-mariohervas-2026-03-04-17-51-utc,pierrot le fou
0,662,0.080979,letterboxd-mariohervas-2026-03-04-17-51-utc,the first omen
0,402,0.121802,letterboxd-mariohervas-2026-03-04-17-51-utc,marcel the shell with shoes on
0,389,0.095779,letterboxd-mariohervas-2026-03-04-17-51-utc,love lies bleeding
0,431,0.096305,letterboxd-mariohervas-2026-03-04-17-51-utc,monkey man
0,244,0.096305,letterboxd-mariohervas-2026-03-04-17-51-utc,ford v ferrari
0,187,0.096305,letterboxd-mariohervas-2026-03-04-17-51-utc,drive
0,12,0.041274,letterboxd-mariohervas-2026-03-04-17-51-utc,7500
0,218,0.082547,letterboxd-mariohervas-2026-03-04-17-51-utc,ex machina
0,95,0.096305,letterboxd-mariohervas-2026-03-04-17-51-utc,blackkklansman
0,106,0.110063,letterboxd-mariohervas-2026-03-04-17-51-utc,boogie nights
0,136,0.09817,letterboxd-mariohervas-2026-03-04-17-51-utc,civil war
0,656,0.085306,letterboxd-mariohervas-2026-03-04-17-51-utc,the fall guy
0,600,0.12831,letterboxd-mariohervas-2026-03-04-17-51-utc,suspiria
0,128,0.08601,letterboxd-mariohervas-2026-03-04-17-51-utc,challengers
0,512,0.090358,letterboxd-mariohervas-2026-03-04-17-51-utc,punch-drunk love
0,510,0.120477,letterboxd-mariohervas-2026-03-04-17-51-utc,prisoners
0,458,0.111355,letterboxd-mariohervas-2026-03-04-17-51-utc,nocturnal animals
0,708,0.127263,letterboxd-mariohervas-2026-03-04-17-51-utc,the lego movie
0,295,0.123912,letterboxd-mariohervas-2026-03-04-17-51-utc,hit man
0,21,0.10621,letterboxd-mariohervas-2026-03-04-17-51-utc,a quiet place: day one
0,172,0.10621,letterboxd-mariohervas-2026-03-04-17-51-utc,despicable me 4
0,790,0.123912,letterboxd-mariohervas-2026-03-04-17-51-utc,the zone of interest
0,741,0.089239,letterboxd-mariohervas-2026-03-04-17-51-utc,the party
0,831,0.143174,letterboxd-mariohervas-2026-03-04-17-51-utc,upon entry
0,678,0.071981,letterboxd-mariohervas-2026-03-04-17-51-utc,the guernsey literary & potato peel pie society
0,223,0.144356,letterboxd-mariohervas-2026-03-04-17-51-utc,fallen leaves
0,707,0.072575,letterboxd-mariohervas-2026-03-04-17-51-utc,the last letter from your lover
